tweet_id,sentiment,author,content
1960310244,neutral,joeyguerra,@Snakecharmers It's becoming a very tough race. Linda is indeed very talented. But someone has to go every week.  We cut two this week.
1695309779,empty,deenahagen,@dannywood HMM Gonna go with ran 4 miles and hit the gym... now time to wake the kids up
1695694826,neutral,divxdownloads,Download movie  &quot;Ben 10: Alien Force&quot; http://tinyurl.com/czb7b2 cool #movie
1958054166,worry,kimmie007,Has that sinking feeling that it's all about to go t*ts up.....bracing myself for the comedown
1753566927,happiness,smkb007,@achurches why yes ... a bag of goodies  lol
1961431982,sadness,littlered_h,moving back home today. pro: obnoxiously closer to @thom1937 con: no more mpls runs/excursions for at least a year.
1751715578,happiness,bellainthecity,With @MOBARZHARLEM walking the streets of Harlem. Home sweet home
1960294030,sadness,knitkat,@benjamin_cook you make me sad. Why do I like in canada? I can never watch these things. I should move. Know anyone who needs a roommate?
1964870824,neutral,RoYGibV,is goin out  to  dinner!
1753434072,happiness,cintush,HAPPY MOTHERSDAY TO ALL MOTHERS!!!!...and to mine  I LOVE YOUUUUUU
1751920550,neutral,gabiib,"@patricklanglois http://twitpic.com/4w52z - hope you're having loads of fun!  i love and miss you all, boys."
1964864746,anger,Tessypie,"Had a shower. it's 5:55 PM. Triple 5's! Crap, it just turned 5:56"
1695619715,worry,jynxypanda,will deplurk! GAH!! need to concentrate on Jap! Visit my http://jynxedpanda.com (site) if you have time  heh... http://plurk.com/p/rr2ly
1964651636,relief,igwarrender,@frankietee 4th... Please not! Maybe she'll get 3 attempts and win tomorrow!!
1751501183,happiness,MiSsySuLliVan,@davedays GAH! I got some of your songs off itunes  I'm so happy! They're SO AWESOME!!! keep it up!
1694663786,love,markce,Bank Holiday Brunch.  With all the fixin's.  Absolutely fantastic
1962709944,happiness,angelawrites,"it's been so nice all day, and now it looks like it's going to rain...just when i was getting excited about taking photos when i get home"
1962743960,worry,dutchdinero,@cathrynmarie i miss jack n box  and whataburger  and oooo taco cabanaaaaaa  lmao
1752942987,surprise,squarefaced,"@skinnylatte many! mine included. ahem. shld have known better back then, wldn't have missed so many opportunities haha"
1695409383,neutral,MiCHSTERR,i aint lyk any othaa gurrrrrl i dont lyk the jonas brothers-kristi.
1751175834,neutral,JohnPaulAllen,"Going to my brother's wedding in Princeton, NJ next Sat. Had to buy a navy blue sports coat and gray pants - $13 total at Goodwill"
1752054095,neutral,Joeytragedy,"Going to bed, with peter."
1694348652,relief,nibby01,"@Mennard Its because I put radio 4 on by mistake..I'll have a cup of tea and a shower, then I'm sure all will fine and dandy, thanks"
1963332309,worry,JUICYMOana,made my dad kool aid and it taste like shit
1962844591,surprise,heidithepandaa,Why is it so dark outside?
1961489642,worry,Im_Nikki,@Jayde_Nicole I have to close my eyes when I watch it
1962370876,worry,fatimacarrillo,ugh back in reno
1695222849,love,GiftBasketGuru,Mother's Day is THIS Sunday.... don't forget to send her something special  http://www.youtube.com/watch?v=ExpmTEVSFQg
1753274138,love,commonsense4,Happy Mother's Day to all the mothers out there! Do have a good and enjoyable day
1966264284,hate,bgoldy,The jetway feels like the seventh layer of hell. Oh and there are way too many babies on this flight. And I forgot my Bose.
1751786371,fun,JenBrockwell,@nathydiaz it was ok after all. a couple of things made us late and stuff but after we got there we had a lot of fun.
1695136884,happiness,imbesideyou,says good evening  http://plurk.com/p/rqh8l
1965961386,worry,vivi_bouvier,@officialSPChuck did not understand anything you said
1695163873,worry,mikegross,"Possible case of H1N1 at Ft. Knox (KY) http://tiny.cc/gNYq7. Note: this is for info purposes only, so there's still no need to panic"
1960168132,neutral,ChenthilMohan,Is off to meet my folks after a while...gonna b a working weekend too
1966185500,hate,angel9293,lalalalaaaa i have a virus  tear tearrr well my COMPUTER has a virus! running scan grrr : \
1962423727,sadness,arlenevictoria,is soooo hungry right now! Why is it not lunch time!
1696088937,happiness,manicmai,@crazyfirebolt HAHA I LOVE THE WAY U PUT IT &quot;He lifts our feet off the ground spins us around and makes us crazier&quot;
1964395168,worry,toastychew,"slightly burnt challah  The proof is in the eatin', though..."
1961121342,neutral,MaryKayHester,Going home to get clothes
1695135128,fun,gyorgyimihalyi,2 more days before the big conference: Central-Eastern Europe &amp; Caspian Scout Group Meeting... it is almost too long for twitter
1695054156,happiness,destiniashlynn,It's Raining!
1752565255,love,sipthegreentea,"@heynadine - not early at all, just say you are running on eastern time  hope you had fun at your auditions! canada ftw!"
1695546957,neutral,gayshortcuts,"just in case you wonder, we are really busy today and this coming with with adding tons of new blogs and updates stay tuned"
1961971583,sadness,NaughtyBNature,@DinerokidMayo Im upset cuz now everyone agrees
1960812644,sadness,defygravity720,@IamChrisMann I'm just sick of stupid guys but for a moment u make me believe not all of them suck then I get back to reality
1963127286,worry,briancbray,@cathrynbray sorry
1965933552,worry,BriannaMisfit,I don't feel well at all
1694400592,happiness,mosaik,@lifeincyan Aren't randoms what it's about?!!!  I LOVE that it's Star Wars day - I didn't realise and I can't believe it's almost over!
1753615246,enthusiasm,joshwhacker,"@firequinito From the champion team in the defunct MBA, Cebu Gems!"
1960211176,sadness,lucalessio0205,need some Pizza...can't get out of office
1962463620,relief,maydaycaptain,@tsa4string Have fun at the show tonight... wish I could be there
1964887227,worry,jennytsang,"im getting really spotty and my spots ALWAYS scar... and NO its not because i pick them, even if i dont,they scar- FACT  my skin sucks"
1694240891,happiness,NicolaEJohnson,"Shopping, grandparents, dinner with the bf  woop"
1695962716,surprise,NeOBlog,Goooooooood Mornin Tweeps! It's going to be an Awesome Monday - I can already tell... not even 8am and my inbox is clean
1695003590,love,Geelong_FC,"@WendyandJay Here we are!  Unofficially, of course, but we are providing all the info you could want for the Geelong Football Club!"
1753381439,happiness,AlOliver,I'm sure all you people with hangovers will be glad to know I'm hangover free  @fjkeogh hope you're not too fragile this morning!
1961743479,worry,arinlikeyeah,@Jeefthepirate @thedeadknight I know it's sad. But back in 05 the auto industry didn't understand that iPhones would change our lives
1694275631,happiness,ChanelRoxTheMic,@RobKardashian Hey fellow Trojan..congrats on graduation.
1957133192,surprise,jeanneherawati,"aku kbangun gara2 mimpi @manyolitha, very bad dream"
1752053896,happiness,FlyygirlKali,http://twitpic.com/4wdui - She's so festive aint' she hehe
1962323750,sadness,juliamusic101,School Over!!! I'm gonna miss a bunch of people
1694954625,neutral,darenBBC,"@artinvest i hope to, no promises  they all my kids and the dog at the moment, a couple of flowers too"
1752051257,enthusiasm,1LovelyDreamer,@ItStartsWithUs hey!  sorry for the late reply.but i do plan on posting on both facebook and twitpic.
1965277903,love,KirksTweeting,@LilMissOpinion I just noticed that  They are so ridiculous
1965840326,sadness,frederickc1027,Aw one of our fishies died
1965265266,sadness,eb0204,@RetroRewind awwww i cried...makes me cry  i love joey!
1696043781,neutral,pageoneresults,5 things this Twitterer could do without  http://MikeFrizzi.com/blog/?p=192 SRC @MikeFrizzi / I like this guy.
1694836060,happiness,bmx_ballar,"skipping school w/ carleigh today, both of us barley got an hr of sleep last nite. i got a new bby kitten! shes all black"
1957563348,worry,minauderie,"@Rina_spn aww  sick? and i hate soup, too"
1965552725,neutral,zoepapilia,I would get a lot more done if I could list items on etsy on my phone. Can do everything but upload pics
1966058461,hate,brandnew33,Sometimes black girls just piss me off like a mother fucker!
1962843641,sadness,KevinJonasLuv,sick  and HAPPY 13th Amanda
1694222218,happiness,BonnieDarling,Ok so this shower has been calling my name for about an hour I think I'll indulge &amp; respond now while I allow Robin Thicke to serenade me
1964642996,relief,JanaiChristian,Cough drops taste gross...blaaaqhhh
1957606490,worry,dabida,very malakas ang ulan. how will i go to fort
1965722431,happiness,ne1else,@spookygirl what a great project!!! Wish I could have done that with DD1. She's too old now.
1694181329,worry,Jiehsikahhh,@DavidArchie the script are amaaazing! Rusty halo and i'm yours are my favourites
1965541573,boredom,Money_all_day,Just got home from the BEA &amp; it was kinda boring (2 me) this year  but hung out with some GREAT authors &amp; co-workers!
1695081888,empty,sheetal_shristi,@pratikjain4 welcome
1957439635,sadness,brettntucker,@ab_normal Shucks!  Sorry!  Sometimes I get wrapped up in FB and forget to check  how you doin'?
1695220613,surprise,jesssicababesss,"@iyaitssuzanne ohh yeh , but he was on sexy men so its okay"
1753400133,hate,_ahseya_,@Reptar01 alives.... Less highness feeling.... Sometimes I hate that feelings.... Talking about an exhusband as if he's dead is funny
1751716419,happiness,maxwellvintage,@capemaybooks alright don't want you to overdue it now. LOL you are funny  nite nite
1753074126,happiness,farahthirteen,is resting. ahhhhh. I feel good
1750999802,happiness,DannieLovesYou,"@jojowright http://twitpic.com/4w24f - ooh, nice score, jojo!"
1957541698,worry,aricha21,Another night of not sleeping
1964247674,neutral,MileyCyrus,http://twitpic.com/67hac - My besties. If only @ddlovato was there.
1753515575,love,squink,"@crazylabel Ordered mine, thank you!!"
1694366865,neutral,Bubzles,@kyleandjackieo i just downloaded Bonnie and Clyde by Beyonce and Jay-Z...an old fav
1752671290,love,InTheNow,@laracasey: LOVE you walking us through this event. So fun. Blue water. Surplus of donuts... what a great night!
1963112566,hate,chrissyimmie,just finished playing mahjong. I lost $38 to Mag and Weisheng!
1962825816,neutral,paulhanna,"@dietsch Union Square? Somerville? You're better off with the 87. That probably helps you zero at this point, though."
1966207508,hate,saritairene,Shots suuuuck!  im done  no more vacines!
1962720275,love,TEAMofDebbyRyan,http://twitpic.com/670pn - she is so cute really i really want to meet her  wish one day
1753312762,enthusiasm,lostintheforest,@thebirchtree i'll try sort that fabric out for you today...been a busy bee!
1963752984,empty,melissasmission,@dapass  http://twurl.nl/goljwp is what i get when i try to add a new post
1752800093,neutral,CarriBella,@rgambarini Instrumentalists like to give singers a hard time. But the vocalist's job is the toughest when he/she is sick.
1965916984,sadness,pallavi101,Sum1 plz cheer me up
1957125620,sadness,manuelchao,@Dakshinamurti Not yet... sorry
1960862057,sadness,tiffiniholland,@tcwmatt oh no!!!  well..... When you get back lots of pictures!!!
1752256292,empty,exocetau,"@andrewsayer again, surely the uploading could wait until you got home?  I'm all about enjoying the party when you can."
1752699905,happiness,thenealdavis,Is FINALLY having dinner... At Nishiki Sushi!
1965837993,neutral,amandakihara,i hate stupid boys! arrgh
1753585798,happiness,AngryYoungMan2,Guten Morgen/ Good Morning/
1753051129,happiness,flipsideb,Back from hospital. Doc says I'll live
1694221517,neutral,maddybt,has made herself officially unavailable to her best friend
1960208172,neutral,HeartOFHatred,Logging off Twitter app to preserve battery life.
1965676012,worry,lost_dog,@LysdelTellez I am lost. Please help me find a good home.
1957383118,sadness,ebistolas,My computer is being killed by a combo of mirrors edge and really poor win7 thermal management...75c gpu = one sad game
1694706026,love,clara018,heyya people!
1963651772,empty,Megan_Hall,At the pub with the dog but seems to have misplaced friend with drinks
1966279217,neutral,iSysCorp,@giselle2323 - ummmm. no comment. LOL. I actually have not watched GH in about a week.
1753727883,worry,MostHappyMe,@Santbrink boffert
1753745022,happiness,aeonbeat,"alright, rawknroll.net live on radio23.org - next 2 hours of vivid spring to summer music  rawk on and enjoy!"
1753884668,worry,janiecwales,@PembsDave #wheniwerealad can you explain how that worked? lol  and no rude  explanations pleeezzze
1694569631,happiness,maryrz,CAPONES island in 2 days!!! my summer is just starting...
1752476439,fun,Paul_PP,Enjoyed Star Trek... More please
1964742836,neutral,KComer,@SooSpecial i did that but my INS wouldn't pay for the therapy  so now i dk what to do!!
1963465869,hate,Kirstyy09xX,@carolinejjordan are you on about BGT im not watching it tonight i cba  my mates where on it on tuesday  xx
1752533286,happiness,ShortlyTi,Just ordered henna! I'll be a redhead again in a few weeks.
1694364337,neutral,nysh,Grey's 'Sweet Surrender'  http://tinyurl.com/d5mjyj
1962698738,worry,savvasmalamas,Im downloading manually the oooiifull.mp4 movie by @leebrimelow as it seems the only way to see it fully
1751431671,neutral,NattyMcElls,Hello to all my new followers..    say hi @ me so i can say its nice to meet you too!
1752476093,neutral,akojen,"@Candis04 Hey, Candis."
1694219317,fun,Krystina712,is starting to get this whole Twitter thing!
1694688001,love,bswain,@Rawrrgasmic I must agree I do like blackberries!
1964381030,sadness,_Misunderstood_,@itslisali Too bad I can't come!  Enjoy urself tho.
1961920582,hate,Dare2Diva,@teamincredible ALL white shoes make me cringe  . White shoes give me pause.
1962458265,sadness,SimplyModernWed,RAIN why must you come &quot;after&quot; I flat iron my hair? I have been rockin my curls for 3 weeks and today you decide to come out. not nice!
1965514680,neutral,lena316,"Anton!Chekov has his own youtube?! Where have you been all my life?! Well, at least til I 1st saw ST XI a few wks ago, no recent updates"
1957005696,fun,nickhalme,@IdleThumbs Up is out?  I didn't get the memo   It looks amazing.
1753381939,worry,limalicas,"damn - Apple store is down for updates... what's coming, I wonder?"
1694835175,sadness,gemmaburton,"I was right, street market + rain = not a good idea! Am at home now with the fire on and a bacon sandwich yummmmm"
1752350664,love,xJulianGray,@pakyton i love them
1962809674,neutral,arieliondotcom,@bobbyshirley Anything is accepted except Christianity. Google the discussion thread &quot;sexuality and religion&quot; and SLED for Second Life.
1964595215,sadness,ahohey,@SUPERRZAAAP i forgot the yardsale event! ooh how pity i am
1961249566,worry,zzwhitejd,@ME215 I know it's just a sprain. It's a repetitive injury for me.
1962610746,relief,karlaaaM,@gabbychiquito aww  ok well just let me know what she says hah &lt;3
1965868601,neutral,moodyje2,@killerannax now vickyt is losing to demi AND miley
1694145632,happiness,syzygy,"@emalyse David Aaronovitch is always worth making an exception for  (Good morning, by the way)"
1753836359,love,BassJunkie,"@blundell07 Aye, I loved it too  @cyntaxerror over analyzed it me thinks"
1694201732,neutral,gracec02,"http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?"
1962485770,love,KittyTheKitty,I just signed up for Japanese 123 at Clark College... it will be a night class with Kamei-sensei... only two days a week  KUSO!
1752646483,love,sexysalma,Enjoying my weekend with my sis  xx
1966002648,hate,JeffSpezioJr,tell chris to stop making fun of lizzie
1965902407,surprise,wonger29,For those of you heading out of vancity I've heard the hwy is closed east bound at cwack
1964398045,worry,dearfashionista,@karate_Kid congrats; im still jobless
1965895020,worry,helloaberdeen,"I hate dreaming that your at some awesome party and you wake up at home, there was jager at the party too"
1965559028,empty,karolijn,@billdeys it's raining  I'm hiding.
1961490229,neutral,bimbler,"@kreativemess ah yes, I know that feeling"
1752503510,neutral,kbster,Spending Mother's Day with Mom.
1961608352,hate,mlives80,6 freakin days!!  Just a thought...what would I have to look forward to after this?
1752290760,fun,iamcaseface,@katyperry the good life!!! - under a honeymoon
1695728811,neutral,pazkallah,@ClothCoutureLLC no problem.  i wasn't really sure what i was doing.  it was some application on the twibe page.
1694905310,neutral,clarahallifax,@amylovesjb  mayyyybe
1695619852,worry,thatsarahkid,@ChloeChloe Ahh thats where i go the 6 year old fact. good old radio one!  what exams do you have tomorrow?
1964332859,neutral,BSU_Withers,I'm always the last one in the office....especially on Friday
1961819371,worry,MzKRayne88,everybody is sick
1752476121,fun,jerseyygirl_201,@jimmyfallon you &amp; justin were really funny tonight on SNL!
1752021548,happiness,CoryWoodard,Nighty night Twits! Tty in the morning...
1753695869,neutral,natewinn,Grabbing coffee from @dunkindonuts then making mom breakfast
1964085189,neutral,tommygalicia,Raining again
1694166177,surprise,yaili,I'm still here! I just changed my avatar
1965762128,enthusiasm,LenyRodriguez,I really want to go see UP!  haha. Tooo cute! (:
1961898612,worry,cassidycakeess,Doctors with mommy.
1753694301,neutral,Ms_KissKissBang,"Offline for now, I'll tweet again later..."
1752723510,happiness,kristineq,is surprising momma bear
1964779611,worry,StacyV84,I really really really dont want to go to work! 4th shift of the week just to start over on sunday
1694293987,neutral,rockish_pop,im at school right now
1695730685,fun,beautifulbliss,"Monday, Monday. Mr. Cade is home on the couch &amp; I have lots to do today!"
1696043805,love,colleennyman,"@TruthsCompany Man, Joel!  You're amazing at uncovering that little truth hiding under my surface.  Thanks."
1753310174,love,copyheart,"@PerryMarshall  I was seeing only one side of it, but it looked interesting.  And deep."
1696176998,fun,jbandmeintern,@stylenoirgossip such a great idea!
1965816021,worry,jamaicaj,"Karine Ruby, &quot;former Olympic snowboarding champion dies at 31.&quot; http://bit.ly/uKRBg"
1962777924,sadness,YourFutureBF,It's Going To Be A Busy Day  And That Sucks Cause I Wanted To Spend Time With Someone Earlier Today
1966110261,sadness,whisperinwater,I get an instant sad face when I see a little kid lose their balloon
1957120823,worry,koenvroom,"back at school again. almost weekend. oh wait, i gotta work from eight to four tonight"
1963317624,sadness,besbev,"Yep, @CAndymanTK9772. Sleep-fail. In another 7-8 hours, it'll be D&amp;D-fail."
1753178360,fun,kaitielovesJAGK,that boy over there is something worth admiring
1752353996,neutral,karinaruiz,@Freakonomy hahaha thaanks!  iï¿½m from brazil!
1963579046,worry,tiffanypierce,"1 week post my&quot;horrible, traumatic jumping cholla accident.&quot;-cholla's next dirty trick:pieces are starting to emerge from my hand! Ouch!"
1961505874,happiness,Mandagh,Nobody ever @mandagh' s   makes me sad
1752287305,happiness,ModernInkStudio,@CloverandBee YEA!! Way to go! Super excited for a great Midwest resource!!! Midwest pride!
1962149069,happiness,ninabeitz,almost done with my first day at the spa...I missed this place! Then headed to Fort Collins to close down casa de kent
1964871027,worry,funmacksta,no longer works at swiss chalet
1694381990,happiness,elinsinders,@taylorswift13 Hey Tay!! Plz can u write hey elin to me? Im sick and if u do it I feel better!
1957144247,neutral,FF5Freak910,"dont know why so tired today  bye, time for beddy"
1751610566,fun,BUTTERFLYWHEEL,@SmBizGuru You are very welcome. You deserve #followfriday every day!
1957671446,neutral,miawoods2005,I don't think the Master Cleanse was intended for travelers  feeling gross....
1957528884,worry,kleineanne,I am living in a country where the government is ALWAYS a circus show ... sad but true...
1752724287,neutral,kevinmadison,"THIS IS ORIGINAL FROM YOURS TRULY...  &quot;If you want to become wealthy, learn the things most ppl say they don't have time for&quot; -ME"
1962112836,sadness,bitofwhimsy,@SeviDesigns It'll be delivered next Friday.  That is a looonnnng way away with 5 people! Guess I'll do laundry next week at mil's.
1753199361,hate,ashugg,"@kryanth heh, you seem to have a complex about your iPhone jealousy. This self-denial is harmful! Just let it out."
1964629520,sadness,ludovicah,@MFarrugia I never was good at platform games...
1694236926,neutral,mrszjbarbar,@TheRealLilZa zaaaa !
1964291141,worry,msmeg7594,does want a lot of things right now  and i cant have them-yet.
1966315206,sadness,charleegerrior,wants to go home!
1750931535,worry,Aboundlessworld,@jeffpower What are you reading?
1752352769,enthusiasm,tasing,#snl...you've gotten better  keep it up
1751072291,enthusiasm,TylerCyrus,live on stickam.com/itstyleryo COME CHAT!
1752290581,love,pruschell,@SherriEShepherd   you deserve so much better... hang in there good things come to those who wait!
1751140518,happiness,hope4cure,@ceemce Home Friday makes me  too!!!
1964326807,sadness,Cyanidelollipop,we're getting another puppy  ... not cool... really
1695884010,neutral,DaveRacingKites,@Groovin2Life
1962392072,happiness,sarisam,@detrick Hey! So glad it's Friday but not happy that I just ate a bad apple
1753073650,neutral,miriamsays,@AnnaMariaPdT Hey!  Who are you closest to among all the Disney stars?  [I'm a Filipno too. D]
1963726274,worry,michalhay,"@davidcrow @cspin and I suppose, until we have more bike lanes, the roads aren't safe enough to pull your kids in bike buggies/trailers"
1695222409,worry,Cis826,"@Sweet_Cake just  little stomach bug, nothing serious"
1694791882,neutral,JMFailla,White House joins social networking sites &gt; http://bit.ly/15Fo4X - better late than never
1966193047,relief,galleysmith,@vasilly thanks.  I'm self so I don't see the &quot;my Account&quot; area.  I'll have to dig deeper it seems
1751252371,neutral,Shequa,"Nothin better then ridin in a car with your sister while blasting TH, CB and Lady Gaga so loud you cant hear yourself screamin the lyrics"
1960253203,worry,tattersallx,i'm not feeling twitter at the moment
1965886628,neutral,SkySfalliNdowN9,@ punkrockchick25 Haha no i just saw a commercial for it. . You wouldnt kill me
1694665564,surprise,DarthKeyhole,@grekwood laze about ! It's. The bank holiday law
1695442359,relief,ocean_waves301,what a beautiful day not to got to my first class
1752019207,neutral,colin0422,@mileycyrus is on the radio
1751143667,happiness,BeenieandCecil,Guess what? mom adopted a kitty today (11 months) His name is Corky
1695281033,happiness,ah125i,Working on your birthday isn't so bad when you get to work with Ruby on Rails
1962585988,sadness,Bayachaya,"Work is MAD blocking sites! No fun  but they aren't blocking facebook, twitter &amp; youtube"
1962015929,love,phil_wise,rip grandpa  graduation today...
1695408426,worry,etherjammer,"@Arcania, in about two hours I'm setting out on a 600-mile drive home. Mostly I'm hoping it goes quickly."
1965601515,love,Aprilmclean,@Karetron I KNOW!!!! Its all stormy outside.. and my hair looks cute today..  hahah
1965732756,worry,BecaBear,@architeuth1s oh no fair.... thats in 9 hours
1753535444,love,angelic22,@taylor_dayne OMG!!! Yr like a goddess to me. Prove yr love &amp; love will lead u back are 2 of my fav old skool tracks  x
1753137194,surprise,Isil_Loves_Mcr,"@PumpkinPeazy Aww Thank u hun i cant believe ah  i will send you when i look pc =D cuz im login from mobile.i will send you,dear friend ^"
1752798932,worry,iamfrances,http://twitpic.com/4wkzi - before prom. this is when all the chaos began
1965850432,sadness,RealWorldCara,I feel like my dream just got crushed
1961889759,surprise,UncleJago,broke my gorilla pod  and I think one Lego Knight lost his helmet
1966097087,worry,DubarryMcfly,@shereemcfly09 ooh thats an early start  ive got bed planned for that time..ha..LoveYouJonesy XxX
1694570160,fun,nuttychris,"@Megzx lol, get watching it again  hehe"
1964120055,sadness,evejoe,I want to go swimming
1696215897,relief,TraceyHewins,@Jamie_127 glad you got a laugh out of it
1962582521,empty,DaCupcakeBomb,Allergies suck... My eyes r even mor red than they were b4.  I think I'll stay inside 2day
1957052932,sadness,shaghayeghhh,feels sick to my stomach and idkk whyy
1752475016,neutral,jerdd,@SAROAR  Trudat... I even have my own peppermint syrup from Starbucks.
1962934564,sadness,shortsweetaznqt,My paycheck was nothing but a piece of paper.
1753238222,relief,atariuu,@amnitaleandra Ow. Okay.  It's good you're better now.
1963727607,fun,Brandystrippers,@ShesElectric_ more than youl ever no ! !! ! !!   xxx
1694645299,relief,freeek0804,"midday and a half, time for lunch"
1957186277,worry,Joannina,we can get a temporary tattoo. I would be totally sad if he died.
1957215920,sadness,foxxy1406,Nite Tweeple.  Tomorrow will be day 25 at work.
1696004476,neutral,myfasturl,First post on Twitter!  please visit us @ http://www.myfasturl.com
1695509776,neutral,EstyleZ,@Poshpinkla goodmorning
1962231573,worry,neilhughes1,Yorks V Lancs on the telly. Not going too well for Yorkshire.
1694857148,happiness,x_raman_x,congratulations penjiiii !!! Are we calling him soulja boy or mcbaby lol
1695080987,happiness,ExxRANDOMxxP,Well not JUST making dinner making dinner with WET HAIR!
1962518955,worry,VickieintheOC,Daisy just got attacked by another doggie in the park
1753757868,neutral,emzstars,revision...what fun...still I have thursday to do basically nothing
1751429681,neutral,danjiefang,Is back in sunny 95 degree weather though
1963608827,surprise,KatieeEmma,arghh ! i feel like a lobster ! sunburn hurts
1753516399,neutral,Chloeeexox,yeh. merch shopping to look fab.
1752125189,happiness,ChrisEnglen,@JessicaCorban stellar! You 2 look great
1753363713,happiness,Quimo,@megspptc I don't remember cause I was watching so many on youtube... LOL will get back to you
1957452660,sadness,joshuamange,also i hit my chin on something when i fell down and it hurts  ugh... work is gonna suck
1964629512,love,Dashwitmeeh,Bout 2 Miss Mah Lakers Play 2day...  This Orange Box Is Fuckin Up The Rotation!.. Mah Real LA Fam.. Keep Me Posted!.. I LOVE HATERS 2!!
1753567125,happiness,TGWTG,This is for all of you ppl! The 1 year Anniversary Video. http://is.gd/ysbs more to come after the break
1966072723,worry,bbell5,@ehuffty i can't believe i missed the brewcast.
1753633210,neutral,wardrox,"@DaveP_47 hey, watch out you don't post too many adverts on your twitter feed. I wouldn't normally follow, but your blog is interesting"
1964627232,neutral,magzalez,@TheCre8ive  Glad you're ok!
1752191528,neutral,Mommykins41,"@NightShade10 It'll be worth the wait, I'm busting a gut here."
1752288117,love,btaylormusic,@AlSween awwww you got love foe me?  yup yup I got love for mr Sween all day everyday!
1961092641,fun,banvan,@MisterDiggler we told you guys!   we are just going for a while to get our passes then we are going to see UP downtown disney! Yay!
1965869419,worry,GoldyMom,@derwendtde so sorry about that  I have the same issues...LOL. My weekend started about an hour ago!!!
1752894556,happiness,Westopher,Yay my friend Glen is here. Now i'm like this
1695694578,love,weecoco,@DanceDahniDance yea I was about to call you shallow but you saved yourself by saying he makes good music
1752160913,love,26c4u,yay i see @PrincessSuperC awwwww damn it's about to be on
1694770943,neutral,Chelsers_,"Early Monday,great  Rainy Monday,not so great :|"
1962818920,fun,A_RAVEN,@mr_uppercut that was such an 'old man' thing to say
1964600386,sadness,angelinlb,I'm craving something salty in my mouth!  Tired of pretzels tho.
1696005128,happiness,colleennyman,@CaroleCross Thank you for that!  I know it.
1752823970,worry,zhenie,@wonderdra IT SHALL BE MINE!! IT SHALL... BE MINE!!! *raises eyebrows*
1963910164,enthusiasm,problemchylde,@cripchick that sounds foreboding...
1963374830,worry,PrincessSakura,"i need sweets, drank my cyderrrrrrrrr"
1958092921,worry,Katiebear94,Ahh I'm so confused  what can I do? I don't wanna run away but can I really handle a real relationship? What is love anyways.. False hope!
1753713907,worry,missyesenia,I loveeee NY! Getting breakfast then gonna go mimis I'm sooo tiredddd! missing him ODeeee! Love you
1751820381,worry,leatron,"@karleigh Can't wait, you &amp; Katie always end up with some of the best interviews.."
1957155266,neutral,karinb_za,@astynes I don't have a VCR...
1752918745,neutral,JAYMEY313,@iLoveDarkEdward    Go get 'em!  lol
1753712986,love,candeejaye,Happy Mother's Day Mommies
1957551636,surprise,sarahxkennedy,@Scrambledmegs haha i love surprises! i don't work til sunday tho so i have to wait.
